dcid,year,healthExpenditurePrivateCurrentUSD
country/HUN,2009,3030888348.9147844
country/HUN,2010,3285776229.99763
country/HUN,2011,3587456168.7100544
country/HUN,2012,3356326145.3030953
country/HUN,2013,3316833188.0462236
country/HUN,2014,3307259191.321353
country/HUN,2015,2763850643.945835
country/HUN,2016,2901793433.3447824
country/HUN,2017,3043918207.214871
country/HUN,2018,3251771179.3840594
country/HUN,2019,3263502958.7834578
country/HUN,2020,3284015314.018546
country/ISL,2000,154401626.06534782
country/ISL,2001,124593065.659903
country/ISL,2002,163173009.4368783
country/ISL,2003,208213686.05690995
country/ISL,2004,245698539.71269125
country/ISL,2005,286459392.94503677
country/ISL,2006,275250356.2268452
country/ISL,2007,325258605.88556707
country/ISL,2008,268242397.25216144
country/ISL,2009,211952709.99588874
country/ISL,2010,231569867.30579415
country/ISL,2011,249644083.63300145
country/ISL,2012,242326867.8580323
country/ISL,2013,260592314.4306392
country/ISL,2014,286797544.6991606
country/ISL,2015,271271985.7972273
country/ISL,2016,311328350.6613892
country/ISL,2017,370525164.54121184
country/ISL,2018,387652831.52573603
country/ISL,2019,364024912.2362176
country/ISL,2020,345117997.97633654
country/ISL,2021,405445484.8800382
country/IRL,2000,1329181902.6447086
country/IRL,2001,1507135813.2019706
country/IRL,2002,1802708886.0090227
country/IRL,2003,2450621661.314897
country/IRL,2004,2958683855.154448
country/IRL,2005,3421832971.4552517
country/IRL,2006,3869876111.6047006
country/IRL,2007,4379072032.969425
country/IRL,2008,5197829258.729687
country/IRL,2009,5704636394.167574
country/IRL,2010,5563514494.783344
country/IRL,2011,7140619091.050598
country/IRL,2012,6771337368.363283
country/IRL,2013,7223726983.556883
country/IRL,2014,7167381296.443112
country/IRL,2015,5972297082.785152
country/IRL,2016,6071385711.992232
country/IRL,2017,6477173883.84707
country/IRL,2018,6854248165.356858
country/IRL,2019,6757751537.937244
country/IRL,2020,6403888103.260718
country/IRL,2021,7246263123.763571
country/ISR,2000,3111960431.654679
country/ISR,2001,3336725595.3300915
country/ISR,2002,2923472268.3931975
country/ISR,2003,3193033434.8284364
country/ISR,2004,3423283590.969774
country/ISR,2005,3860975555.407001
country/ISR,2006,3858334720.41175
country/ISR,2007,4696107707.47318
country/ISR,2008,5620368138.641946
country/ISR,2009,5494699046.238871
country/ISR,2010,5895466003.38328
country/ISR,2011,6580533565.142104
country/ISR,2012,6583899038.821249
country/ISR,2013,7290989196.6369095
country/ISR,2014,7869365623.930071
country/ISR,2015,7495304661.035125
country/ISR,2016,8078234982.68484
country/ISR,2017,8931102623.68808
country/ISR,2018,9243409750.52263
country/ISR,2019,9938765102.667305
country/ISR,2020,9485807718.210499
country/ITA,2000,23740536960.00005
country/ITA,2001,22936176571.25987
country/ITA,2002,25152261098.03926
country/ITA,2003,30481379087.450916
country/ITA,2004,35043216063.32056
country/ITA,2005,34884291237.35407
country/ITA,2006,36595683310.58818
country/ITA,2007,40535999443.9217
country/ITA,2008,45883158358.59374
country/ITA,2009,42723580364.453094
country/ITA,2010,41036233700.00008
country/ITA,2011,46288079980.54484
country/ITA,2012,44219856508.59376
country/ITA,2013,45565073689.411896
country/ITA,2014,47116608816.47042
country/ITA,2015,41585652653.5156
country/ITA,2016,41926169205.05847
country/ITA,2017,44712780964.70596
country/ITA,2018,47473190339.60781
country/ITA,2019,45711502658.823456
country/ITA,2020,43618185008.56043
country/KAZ,2000,373289732.25752914
country/KAZ,2001,333357205.6240076
country/KAZ,2002,414324014.0176248
country/KAZ,2003,518221857.7002979
country/KAZ,2004,714848638.3431469
country/KAZ,2005,779374509.0972304
country/KAZ,2006,872900471.2476287
country/KAZ,2007,951284755.7202572
country/KAZ,2008,1030411186.0015625
country/KAZ,2009,959488147.7547491
country/KAZ,2010,1277870781.1823149
country/KAZ,2011,1438232102.0682633
country/KAZ,2012,2002501185.3466341
country/KAZ,2013,1919125228.101116
country/KAZ,2014,1855070263.6097255
country/KAZ,2015,2061617135.3833926
country/KAZ,2016,1888712012.0961535
country/KAZ,2017,1925280922.296235
country/KAZ,2018,1971306935.6238554
country/KAZ,2019,2028683098.4403112
country/KAZ,2020,2193615045.283569
country/KGZ,2000,31234387.17363736
country/KGZ,2001,34726558.49642272
country/KGZ,2002,38093560.739486605
country/KGZ,2003,57161349.07656929
country/KGZ,2004,63939126.137921594
country/KGZ,2005,78026285.11789477
country/KGZ,2006,92297194.10148543
country/KGZ,2007,113114239.24415652
country/KGZ,2008,163255411.14494088
country/KGZ,2009,124859837.62627248
country/KGZ,2010,143589819.54364944
country/KGZ,2011,191791325.55704308
country/KGZ,2012,243061942.36133936
country/KGZ,2013,278747750.76256996
country/KGZ,2014,309489356.8567663
country/KGZ,2015,260530572.9219677
country/KGZ,2016,249996617.9005307
country/KGZ,2017,268769937.26311296
country/KGZ,2018,193364149.6238596
country/KGZ,2019,184425276.22181392
country/KGZ,2020,188214581.19032604
country/LVA,2000,303025556.4715581
country/LVA,2001,351975049.76775026
country/LVA,2002,395118558.16022515
country/LVA,2003,460436589.527101
country/LVA,2004,552579749.4909612
country/LVA,2005,620686479.9456952
country/LVA,2006,673428601.168791
country/LVA,2007,951054740.0859617
country/LVA,2008,1127460917.1895032
country/LVA,2009,913733557.5116209
country/LVA,2010,827654460.6249115
country/LVA,2011,823861807.5413984
country/LVA,2012,860090514.2857141
country/LVA,2013,929370503.8802394
country/LVA,2014,691533812.7643114
country/LVA,2015,637082301.7968746
country/LVA,2016,759855779.8715972
country/LVA,2017,775959732.0433438
country/LVA,2018,854825889.0689921
country/LVA,2019,905826885.6898024
country/LVA,2020,911772869.6743683
country/LTU,2000,67670170.33250003
country/LTU,2001,63351434.44500001
country/LTU,2002,68647582.60156158
country/LTU,2003,85939332.53109133
country/LTU,2004,134739079.36979818
country/LTU,2005,167498613.44075847
country/LTU,2006,191562975.94491726
country/LTU,2007,225816996.7013046
country/LTU,2008,254510357.11634123
country/LTU,2009,223467210.58493608
country/LTU,2010,210679114.97633994
country/LTU,2011,241546088.4285196
country/LTU,2012,259502722.1541465
country/LTU,2013,282774949.4587039
country/LTU,2014,290082843.2707865
country/LTU,2015,904142054.570312
country/LTU,2016,971750242.7626483
country/LTU,2017,1072835095.3629622
country/LTU,2018,1182761370.2039206
country/LTU,2019,1322625549.098037
country/LTU,2020,1311577989.5503848
country/LUX,2000,210774603.47790253
country/LUX,2001,217652511.16556367
country/LUX,2002,256347962.0748895
country/LUX,2003,333134119.2075249
country/LUX,2004,395793070.533033
country/LUX,2005,425469819.16038454
country/LUX,2006,462135303.2432372
country/LUX,2007,465202359.63070863
country/LUX,2008,452991432.5414826
country/LUX,2009,502921249.2118327
country/LUX,2010,526914890.4670461
country/LUX,2011,609041529.9873552
country/LUX,2012,469599114.78351516
country/LUX,2013,501028496.6668222
country/LUX,2014,516055380.0733823
country/LUX,2015,430671529.69484514
country/LUX,2016,449395943.80443263
country/LUX,2017,466974703.2620207
country/LUX,2018,512322967.3102095
country/LUX,2019,488753167.39450896
country/LUX,2020,484411537.6644372
country/LUX,2021,531584051.6527135
country/MLT,2000,173456582.0962489
country/MLT,2001,206647578.5532994
country/MLT,2002,237534983.75026923
country/MLT,2003,304851108.95113575
country/MLT,2004,348165997.9028026
country/MLT,2005,399100702.0500196
country/MLT,2006,442953090.05502063
country/MLT,2007,503729846.7955403
country/MLT,2008,252969940.62499994
country/MLT,2009,242692141.40624982
country/MLT,2010,254537600.00000048
country/MLT,2011,289526692.60700446
country/MLT,2012,272375198.43750006
country/MLT,2013,289529732.5490204
country/MLT,2014,405329574.7964691
country/MLT,2015,386411163.93085915
country/MLT,2016,386780727.1073939
country/MLT,2017,436823391.16481024
country/MLT,2018,478412930.3364553
country/MLT,2019,544561658.447058
country/MLT,2020,538597291.3758987
country/MCO,2000,9039407.545605307
country/MCO,2001,9413350.173041895
country/MCO,2002,10358021.086538458
country/MCO,2003,13996848.108720273
country/MCO,2004,16366593.0875
country/MCO,2005,16843258.41313269
country/MCO,2006,17732576.527411863
country/MCO,2007,20800823.29592116
country/MCO,2008,24228024.461696208
country/MCO,2009,23170599.33314809
country/MCO,2010,23213659.909850184
country/MCO,2011,24998689.97772829
country/MCO,2012,23997992.65064885
country/MCO,2013,26608188.630628232
country/MCO,2014,28028358.376511227
country/MCO,2015,24282923.366248757
country/MCO,2016,15244919.393402701
country/MCO,2017,14985648.090826934
country/MCO,2018,16412764.33632499
country/MCO,2019,16955372.62957573
country/MCO,2020,14925366.453455172
country/MNE,2011,141311826.219261
country/MNE,2012,122222177.61742972
country/MNE,2013,159573568.34829065
country/MNE,2014,144434605.27058774
country/MNE,2015,147054838.52343744
country/MNE,2016,150693789.78210154
country/MNE,2017,165159388.0000003
country/MNE,2018,185858620.75294104
country/MNE,2019,180818610.14171788
country/MNE,2020,204516650.1808012
country/NLD,2000,9961161341.176493
country/NLD,2001,10564845907.086626
country/NLD,2002,12301914168.627474
country/NLD,2003,15674489554.117615
country/NLD,2004,18835168877.99233
country/NLD,2005,19688972650.58365
country/NLD,2006,22629657596.47056
country/NLD,2007,26203540109.804005
country/NLD,2008,28626784443.749992
country/NLD,2009,27807777144.921856
country/NLD,2010,27161283066.666718
country/NLD,2011,29276994834.63041
country/NLD,2012,27868351081.640633
country/NLD,2013,28749771194.902042
country/NLD,2014,30312402395.68617
country/NLD,2015,26810269489.062485
country/NLD,2016,27844147803.502014
country/NLD,2017,30058556743.529465
country/NLD,2018,31363789871.372528
country/NLD,2019,31452755827.45093
country/NLD,2020,31726781318.288025
country/NOR,2000,2419152809.8759627
country/NOR,2001,2400448193.394151
country/NOR,2002,3011982233.2252746
country/NOR,2003,3549891363.9648485
country/NOR,2004,3962566448.2630754
country/NOR,2005,4360108653.473031
country/NOR,2006,4555197505.197507
country/NOR,2007,5261131646.289449
country/NOR,2008,5818262411.347518
country/NOR,2009,5436098595.282271
country/NOR,2010,5829918654.349921
country/NOR,2011,6821530556.452012
country/NOR,2012,6818048990.11603
country/NOR,2013,6991319148.936171
country/NOR,2014,6851838138.058711
country/NOR,2015,5661961351.658569
country/NOR,2016,5711309523.809524
country/NOR,2017,6115091678.420308
country/NOR,2018,6262526898.247771
country/NOR,2019,6093818181.818181
country/NOR,2020,5906511195.681036
country/NOR,2021,7023535389.988359
country/POL,2000,2894565786.370461
country/POL,2001,3208676323.3102913
country/POL,2002,3628780312.9255505
country/POL,2003,4072947937.491563
country/POL,2004,4870624742.263339
country/POL,2005,5595145496.036146
country/POL,2006,6203679584.509337
country/POL,2007,7638505030.798967
country/POL,2008,9796443555.89067
country/POL,2009,8184884767.518559
country/POL,2010,8815043279.275694
country/POL,2011,9551621319.27878
country/POL,2012,9361464744.04083
country/POL,2013,9881513101.346247
country/POL,2014,10402779061.934502
country/POL,2015,9358535614.803024
country/POL,2016,9627209205.00324
country/POL,2017,10757896287.523382
country/POL,2018,10725250227.269571
country/POL,2019,10997224808.725378
country/POL,2020,10921974489.7632
country/PRT,2000,3083018688.6274576
country/PRT,2001,3125120110.5118146
country/PRT,2002,3311871973.5294175
country/PRT,2003,4424986338.078423
country/PRT,2004,5306362892.393836
country/PRT,2005,5532718259.299608
country/PRT,2006,7130671278.705873
country/PRT,2007,8287006607.529438
country/PRT,2008,9453869077.578123
country/PRT,2009,8958826973.945307
country/PRT,2010,7987310345.000015
country/PRT,2011,8453483446.498071
country/PRT,2012,8070785478.984377
country/PRT,2013,8018778285.372572
country/PRT,2014,8204953693.999971
country/PRT,2015,7109203846.679684
country/PRT,2016,7434182686.459162
country/PRT,2017,7985829204.588249
country/PRT,2018,8842987369.411758
country/PRT,2019,8938556170.980377
country/PRT,2020,8553221342.256833
country/MDA,2000,36752053.808509484
country/MDA,2001,47955632.04706244
country/MDA,2002,59093559.392350934
country/MDA,2003,69409114.21513045
country/MDA,2004,89854051.79626974
country/MDA,2005,122531821.38357292
country/MDA,2006,167380263.20549223
country/MDA,2007,219427353.73995355
country/MDA,2008,321621531.0500738
country/MDA,2009,346277859.3900743
country/MDA,2010,297996785.0561249
country/MDA,2011,352085904.93402445
country/MDA,2012,345788865.8181063
country/MDA,2013,357677539.567744
country/MDA,2014,322251297.8692217
country/MDA,2015,312724594.0260548
country/MDA,2016,288984181.4628822
country/MDA,2017,303046512.10927176
country/MDA,2018,307618324.56001014
country/MDA,2019,281483811.6243075
country/MDA,2020,259196790.2234614
country/ROU,2000,325190414.19798124
country/ROU,2001,357931924.85637116
country/ROU,2002,413297930.84827507
country/ROU,2003,525588804.64135605
country/ROU,2004,1055860809.0975262
country/ROU,2005,1077936709.578621
country/ROU,2006,1270563355.1747682
country/ROU,2007,1612592978.365631
country/ROU,2008,2030358427.2292695
country/ROU,2009,1957982922.8304627
country/ROU,2010,1920656965.496082
country/ROU,2011,2155756752.3979545
country/ROU,2012,1868617438.4406898
country/ROU,2013,2065710679.8547623
country/ROU,2014,2116211892.2271903
country/ROU,2015,1939415245.0694833
country/ROU,2016,2053677628.0943232
country/ROU,2017,2334960754.597478
country/ROU,2018,2726766428.326784
country/ROU,2019,2848896570.8454022
country/ROU,2020,3093950231.6019287
country/RUS,2000,5648940897.644787
country/RUS,2001,7192684580.38245
country/RUS,2002,8485258989.137709
country/RUS,2003,9940693062.77445
country/RUS,2004,12389921591.231483
country/RUS,2005,15139064968.874212
country/RUS,2006,19307888804.948975
country/RUS,2007,25046083927.038074
country/RUS,2008,32567660683.12016
country/RUS,2009,28046217709.68247
country/RUS,2010,31368797936.49813
country/RUS,2011,36639864277.97458
country/RUS,2012,39562375879.24435
country/RUS,2013,43819603157.95696
country/RUS,2014,40778298843.16713
country/RUS,2015,29809606224.622654
country/RUS,2016,29075162257.578014
country/RUS,2017,36199818779.64362
country/RUS,2018,35983644701.932526
country/RUS,2019,37028222856.892044
country/RUS,2020,33190272277.3226
country/SMR,2000,15429243.122735394
country/SMR,2001,15132153.939034063
country/SMR,2002,16188953.09942625
country/SMR,2003,17220561.44453226
country/SMR,2004,19961350.51837558
country/SMR,2005,19909788.44750791
country/SMR,2006,20646008.873097118
country/SMR,2007,23392141.460156932
country/SMR,2008,26788928.409999993
country/SMR,2009,25641219.76555077
country/SMR,2010,17131727.858877033
country/SMR,2011,17506731.73720042
country/SMR,2012,17312724.183140155
country/SMR,2013,16163377.254276546
country/SMR,2014,17647929.8160125
country/SMR,2015,17133922.913294643
country/SMR,2016,16117455.227012314
country/SMR,2017,16463876.177739467
country/SMR,2018,16100503.42857796
country/SMR,2019,15617468.424474008
country/SMR,2020,14254132.614687787
country/SRB,2000,147032738.43608657
country/SRB,2001,279441287.4622312
country/SRB,2002,361719169.917037
country/SRB,2003,498824000.966602
country/SRB,2004,635739666.5422336
country/SRB,2005,774245863.0808183
country/SRB,2006,1015216634.620217
country/SRB,2007,1554519651.4145806
country/SRB,2008,1876662614.3362777
country/SRB,2009,1605282257.5078354
country/SRB,2010,1518086439.840025
country/SRB,2011,1708377393.5400364
country/SRB,2012,1500427273.8650303
country/SRB,2013,1778469986.625972
country/SRB,2014,1792017900.131752
country/SRB,2015,1464689944.0936465
country/SRB,2016,1445256176.319007
country/SRB,2017,1537263992.7022235
country/SRB,2018,1725928929.9259322
country/SRB,2019,1786979045.658899
country/SRB,2020,1776499615.2757118
country/SVK,2000,4565422.810822158
country/SVK,2001,4493656.270141906
country/SVK,2002,5470941.552173938
country/SVK,2003,7989847.600702502
country/SVK,2004,19414130.81948831
country/SVK,2005,26661497.66669622
country/SVK,2006,39431462.509154886
country/SVK,2007,57425401.239150755
country/SVK,2008,56460440.74792159
country/SVK,2009,2015192801.3843732
country/SVK,2010,2027088394.8833373
country/SVK,2011,2034204798.5700428
country/SVK,2012,2059001040.7582035
country/SVK,2013,1978919784.5560837
country/SVK,2014,1443211513.0360734
country/SVK,2015,1278052336.7624993
country/SVK,2016,1278030334.0856063
country/SVK,2017,1354374762.4705906
country/SVK,2018,1470718232.14745
country/SVK,2019,1549520642.7450955
country/SVK,2020,1500604683.7805488
country/SVN,2000,1890482.2569955762
country/SVN,2001,2019920.1887003907
country/SVN,2002,2167668.8540641186
country/SVN,2003,2807568.1657986837
country/SVN,2004,3193825.391234291
country/SVN,2005,3355666.9817485404
country/SVN,2006,3641859.3861489226
country/SVN,2007,1074536954.8267117
country/SVN,2008,1219719710.3027692
country/SVN,2009,1208622232.4598136
country/SVN,2010,1141065887.480767
country/SVN,2011,1221252913.347911
country/SVN,2012,1183237038.5980997
country/SVN,2013,1256648310.589401
country/SVN,2014,1252936988.202741
country/SVN,2015,1049393934.6464838
country/SVN,2016,1049913099.1727651
country/SVN,2017,1121564417.217649
country/SVN,2018,1237257759.296873
country/SVN,2019,1275865098.8235273
country/SVN,2020,1378084276.8834279
country/ESP,2000,11652757724.705908
country/ESP,2001,12311833994.657497
country/ESP,2002,13958275663.568653
country/ESP,2003,19833144177.862705
country/ESP,2004,23456889179.230564
country/ESP,2005,25373810803.847458
country/ESP,2006,27531266794.96232
country/ESP,2007,32328220171.839325
country/ESP,2008,36544021444.377335
country/ESP,2009,33861365784.523804
country/ESP,2010,33140091564.450066
country/ESP,2011,35995822252.98645
country/ESP,2012,33824425798.265636
country/ESP,2013,35624187196.72872
country/ESP,2014,37059545681.53125
country/ESP,2015,31298751740.980057
country/ESP,2016,31396933769.370895
country/ESP,2017,34643699924.501236
country/ESP,2018,38085701455.31527
country/ESP,2019,37415094978.258766
country/ESP,2020,36709941938.255356
country/SWE,2000,2989660557.143341
country/SWE,2001,3417710887.8824515
country/SWE,2002,3818170801.301002
country/SWE,2003,4691141863.840762
country/SWE,2004,5419188212.636289
country/SWE,2005,5660845705.691068
country/SWE,2006,6010775591.634824
country/SWE,2007,6867965620.963577
country/SWE,2008,7435937278.544458
country/SWE,2009,6694696972.088985
country/SWE,2010,7223562321.273287
country/SWE,2011,9279987351.538431
country/SWE,2012,9361158934.56092
country/SWE,2013,10226326334.957443
country/SWE,2014,10176095009.536081
country/SWE,2015,8752862260.095999
country/SWE,2016,8806946203.132252
country/SWE,2017,8923528115.295675
country/SWE,2018,9246802470.553703
country/SWE,2019,8602875466.55209
country/SWE,2020,8772126945.001377
country/CHE,2000,18218595033.580692
country/CHE,2001,18987445727.84669
country/CHE,2002,20974665744.9037
country/CHE,2003,25177368817.331455
country/CHE,2004,28546661273.359123
country/CHE,2005,29010074430.40203
country/CHE,2006,29357979588.35907
country/CHE,2007,32021414570.974636
country/CHE,2008,36981185233.91408
country/CHE,2009,38134630149.72768
country/CHE,2010,40576422541.308975
country/CHE,2011,48512098114.536736
country/CHE,2012,46998186478.10177
country/CHE,2013,50119179214.873985
country/CHE,2014,52941640567.68804
country/CHE,2015,52700321372.78803
country/CHE,2016,54239812846.67248
country/CHE,2017,55358254656.02599
country/CHE,2018,57597969550.1376
country/CHE,2019,56077413663.11906
country/CHE,2020,57083790130.62254
country/TJK,2000,29379891.63154726
country/TJK,2001,37096496.55908912
country/TJK,2002,41966137.668226376
country/TJK,2003,54224148.25622538
country/TJK,2004,72378184.4297133
country/TJK,2005,81499941.17458305
country/TJK,2006,99441902.53379796
country/TJK,2007,145824961.6313806
country/TJK,2008,208702242.23742795
country/TJK,2009,203248679.90947968
country/TJK,2010,228136013.8236569
country/TJK,2011,241638980.3731596
country/TJK,2012,295079372.0592764
country/TJK,2013,345071260.15378505
country/TJK,2014,384845436.6860867
country/TJK,2015,341272137.7441607
country/TJK,2016,322496785.5353878
country/TJK,2017,327196435.75975484
country/TJK,2018,373697776.4340989
country/TJK,2019,411565487.1620888
country/TJK,2020,434201972.4596376
country/MKD,2000,143700112.42618024
country/MKD,2001,134489721.93096521
country/MKD,2002,156629877.71910673
country/MKD,2003,196523493.82259065
country/MKD,2004,206436222.67587233
country/MKD,2005,199640110.77364698
country/MKD,2006,203845079.37895676
country/MKD,2007,205545219.83658165
country/MKD,2008,210520365.54844826
country/MKD,2009,217729587.4260143
country/MKD,2010,244657506.2022171
country/MKD,2011,250933596.64894333
country/MKD,2012,233492203.52785796
country/MKD,2013,247740928.01342645
country/MKD,2014,252308116.15065888
country/MKD,2015,221417296.46366858
country/MKD,2016,242533045.58579516
country/MKD,2017,302325975.19304943
country/MKD,2018,342390751.86958677
country/MKD,2019,354122932.5607128
country/MKD,2020,378526464.22316647
country/TUR,2000,4835109645.667874
country/TUR,2001,3229470042.8508663
country/TUR,2002,3651740666.9214683
country/TUR,2003,4541986263.182976
country/TUR,2004,5679963817.150341
country/TUR,2005,7991318090.712594
country/TUR,2006,8929237650.24313
country/TUR,2007,11139500905.641283
country/TUR,2008,10977150798.997004
country/TUR,2009,6956954734.757018
country/TUR,2010,8582368007.889419
country/TUR,2011,8145892665.530392
country/TUR,2012,8151443375.092664
country/TUR,2013,9064128508.528624
country/TUR,2014,9094728911.13535
country/TUR,2015,7780784428.751257
country/TUR,2016,8033184617.150032
country/TUR,2017,8002834029.9227295
country/TUR,2018,7260644387.933143
country/TUR,2019,7403202625.35476
country/TUR,2020,7034697643.323262
country/TKM,2000,36923.07692307692
country/TKM,2001,73846.15384615384
country/UKR,2000,901436816.7872709
country/UKR,2001,1105087149.191744
country/UKR,2002,1234201422.8334076
country/UKR,2003,1449362782.3114867
country/UKR,2004,1772453426.724491
country/UKR,2005,2238557394.9373713
country/UKR,2006,2702851485.1485147
country/UKR,2007,3460554455.4455447
country/UKR,2008,4109785841.070503
country/UKR,2009,3168419653.8497243
country/UKR,2010,4183279790.949001
country/UKR,2011,5487575173.813609
country/UKR,2012,5863726142.528659
country/UKR,2013,6518137176.189164
country/UKR,2014,4904547446.6045
country/UKR,2015,3605642306.286239
country/UKR,2016,3562027534.597215
country/UKR,2017,4262428778.978091
country/UKR,2018,5174281342.971286
country/UKR,2019,5952655906.421075
country/UKR,2020,6006411297.177832
country/GBR,2000,27984037159.712894
country/GBR,2001,26659022104.497917
country/GBR,2002,27896513910.884426
country/GBR,2003,35380424427.21919
country/GBR,2004,39415775019.224434
country/GBR,2005,39661242003.76368
country/GBR,2006,43253949805.57632
country/GBR,2007,48739741815.42902
country/GBR,2008,49340963708.685974
country/GBR,2009,46160041745.16383
country/GBR,2010,47394959697.68782
country/GBR,2011,50692746233.24763
country/GBR,2012,52313149865.50497
country/GBR,2013,54030717554.840645
country/GBR,2014,59281042764.13231
country/GBR,2015,56539806921.31121
country/GBR,2016,50475023553.98046
country/GBR,2017,50774812032.93977
country/GBR,2018,55733549231.98803
country/GBR,2019,56168615309.029076
country/GBR,2020,53796788169.65845
country/UZB,2000,539191365.0154482
country/UZB,2013,2361744138.6226735
country/UZB,2014,1643405491.17322
country/UZB,2015,1993898946.7257483
country/UZB,2016,2251792998.947047
country/UZB,2017,1725390405.8435838
country/UZB,2018,1630586372.4040418
country/UZB,2019,1898923959.64031
country/UZB,2020,2175289886.8543
country/BGD,2000,712891868.8232694
country/BGD,2001,759105247.5535773
country/BGD,2002,826460141.9575733
country/BGD,2003,925100842.6879845
country/BGD,2004,1016433991.9671998
country/BGD,2005,1124330444.8226821
country/BGD,2006,1220563306.0816343
country/BGD,2007,1443095947.2722094
country/BGD,2008,1645380178.506529
country/BGD,2009,1887645188.1007457
country/BGD,2010,2211005341.2584825
country/BGD,2011,2483299711.804743
country/BGD,2012,2577665428.8193064
country/BGD,2013,3037200545.861896
country/BGD,2014,3455718511.2234683
country/BGD,2015,3976228167.570428
country/BGD,2016,4673328990.8662
country/BGD,2017,4974335684.347511
country/BGD,2018,5361196358.93851
country/BGD,2019,5889438518.133449
country/BGD,2020,6492877998.956379
country/BTN,2000,2230082.550011287
country/BTN,2001,2274216.3689523824
country/BTN,2002,4162953.6984971073
country/BTN,2003,4585719.499417716
country/BTN,2004,4967288.335733734
country/BTN,2005,5288379.03853687
country/BTN,2006,5455904.741080347
country/BTN,2007,6377932.011373241
country/BTN,2008,6274443.690043068
country/BTN,2009,7064243.381918492
country/BTN,2010,8599998.863389807
country/BTN,2011,9278656.53825331
country/BTN,2012,13097819.168781824
country/BTN,2013,13428275.934974823
country/BTN,2014,14279596.843753107
country/BTN,2015,14831828.479098486
country/BTN,2016,15509769.001706203
country/BTN,2017,11189667.835116096
country/BTN,2018,11159669.343176795
country/BTN,2019,17229379.125346825
country/BTN,2020,17409690.836876243
country/IND,2000,14982155322.140139
country/IND,2001,16769347650.622025
country/IND,2002,17562465590.012726
country/IND,2003,19503317763.35212
country/IND,2004,22589460453.673923
country/IND,2005,24874160464.21863
country/IND,2006,26894741680.19387
country/IND,2007,32917159993.17714
country/IND,2008,34341278849.2219
country/IND,2009,34222608295.432507
country/IND,2010,40564567422.421364
country/IND,2011,42694464714.656
country/IND,2012,44030266222.37879
country/IND,2013,55101318703.46793
country/IND,2014,55894223890.47927
country/IND,2015,56849062601.46295
country/IND,2016,58211000687.08744
country/IND,2017,51209709892.67883
country/IND,2018,51541318688.42781
country/IND,2019,55087378108.08437
country/IND,2020,49314581079.08228
country/IDN,2000,2241890909.330349
country/IDN,2001,2200214989.1152096
country/IDN,2002,2722315333.4048567
country/IDN,2003,3580941202.921355
country/IDN,2004,3715059913.4230466
country/IDN,2005,5467840524.746035
country/IDN,2006,6950992685.148549
country/IDN,2007,8266060032.358189
country/IDN,2008,9048046071.841682
country/IDN,2009,9600618109.246143
country/IDN,2010,15901617366.469334
country/IDN,2011,20172272942.61037
country/IDN,2012,19449819775.729
country/IDN,2013,18429824320.341187
country/IDN,2014,17027309913.92619
country/IDN,2015,15081778904.301018
country/IDN,2016,15189169556.744986
country/IDN,2017,15583640741.794777
country/IDN,2018,15218322411.047419
country/IDN,2019,16419322737.24995
country/IDN,2020,16067201199.59898
country/MDV,2000,41451960.28122345
country/MDV,2001,44346576.064531624
country/MDV,2002,50976161.378906235
country/MDV,2003,48136052.84453125
country/MDV,2004,63024690.86093748
country/MDV,2005,67550632.96484374
country/MDV,2006,79109107.47656251
country/MDV,2007,81685443.1515625
country/MDV,2008,113246427.31953125
country/MDV,2009,99047117.346875
country/MDV,2010,102581569.94921872
country/MDV,2011,116274950.20275438
country/MDV,2012,126209596.39803374
country/MDV,2013,124640132.56353416
country/MDV,2014,109445701.07001518
country/MDV,2015,99514645.23232903
country/MDV,2016,123968210.59440418
country/MDV,2017,125059656.73168935
country/MDV,2018,84892876.59365949
country/MDV,2019,82564657.76024038
country/MDV,2020,77782602.52394381
country/MMR,2000,7123363345.852403
country/MMR,2001,9554582284.295366
country/MMR,2002,16769483972.147303
country/MMR,2003,24645155299.991447
country/MMR,2004,30291866800.63157
country/MMR,2005,40426162307.71432
country/MMR,2006,48234934743.20154
country/MMR,2007,68117547987.76312
country/MMR,2008,92960174218.26903
country/MMR,2009,105370617666.22227
country/MMR,2010,104023529028.99504
country/MMR,2011,117276233481.76094
country/MMR,2012,1424114342.1616127
country/MMR,2013,1368197973.644422
country/MMR,2014,1816671523.9346385
country/MMR,2015,2289948304.0082073
country/MMR,2016,2356329937.016694
country/MMR,2017,2337750090.847548
country/MMR,2018,2430930646.180801
country/MMR,2019,2463714282.2160506
country/MMR,2020,3012577890.4285946
country/NPL,2000,128948620.7979588
country/NPL,2001,148245081.43844002
country/NPL,2002,154349002.16039374
country/NPL,2003,171174838.77621317
country/NPL,2004,196831525.62254432
country/NPL,2005,212907411.77706936
country/NPL,2006,180716658.8663896
country/NPL,2007,308815651.6987063
country/NPL,2008,338810575.0584185
country/NPL,2009,361915152.2955612
country/NPL,2010,550890369.108827
country/NPL,2011,669423318.0221562
country/NPL,2012,639443573.8988378
country/NPL,2013,695684832.2159739
country/NPL,2014,802204409.2504263
country/NPL,2015,892539357.4545954
country/NPL,2016,918361029.4819994
country/NPL,2017,862196788.6599145
country/NPL,2018,903621986.2698278
country/NPL,2019,963971575.801591
country/NPL,2020,1016485612.2071464
country/LKA,2000,373154877.56982374
country/LKA,2001,365064236.71701396
