dcid,year,HivNewInfectionsMalePeople
country/PRT,2020,1000.0
country/PRT,2021,500.0
country/PRT,2022,500.0
country/QAT,1997,100.0
country/QAT,2007,100.0
country/QAT,2009,100.0
country/QAT,2011,100.0
country/QAT,2016,100.0
country/QAT,2018,100.0
country/QAT,2021,100.0
country/MDA,1991,100.0
country/MDA,1996,1000.0
country/MDA,2004,1000.0
country/MDA,2007,1100.0
country/MDA,2008,1100.0
country/MDA,2009,1100.0
country/MDA,2013,1000.0
country/MDA,2018,1000.0
country/ROU,1990,1000.0
country/ROU,1992,1000.0
country/ROU,1998,500.0
country/ROU,2004,500.0
country/ROU,2008,500.0
country/ROU,2012,500.0
country/ROU,2013,1000.0
country/ROU,2018,1000.0
country/ROU,2019,1000.0
country/ROU,2020,500.0
country/ROU,2021,500.0
country/ROU,2022,500.0
country/RWA,1992,14000.0
country/RWA,1994,13000.0
country/RWA,1998,11000.0
country/RWA,2002,9400.0
country/RWA,2013,3500.0
country/RWA,2015,2700.0
country/RWA,2017,2000.0
country/KNA,1990,100.0
country/KNA,1993,100.0
country/KNA,1994,100.0
country/KNA,1997,100.0
country/KNA,1998,100.0
country/KNA,2001,100.0
country/KNA,2002,100.0
country/SVK,2006,100.0
country/SVK,2007,100.0
country/SVK,2009,100.0
country/SVK,2015,100.0
country/ZAF,1997,200000.0
country/ZAF,2001,200000.0
country/ZAF,2008,170000.0
country/ZAF,2010,150000.0
country/ZAF,2011,150000.0
country/ZAF,2020,66000.0
country/ZAF,2022,56000.0
country/SSD,1992,4500.0
country/SSD,1994,5200.0
country/SSD,1995,5700.0
country/SSD,1996,6000.0
country/SSD,1998,6100.0
country/SSD,2001,6000.0
country/SSD,2009,7300.0
country/SSD,2010,7200.0
country/SSD,2011,7100.0
country/SSD,2013,7400.0
country/SSD,2019,4600.0
country/SSD,2022,4100.0
country/LKA,1991,100.0
country/LKA,1994,500.0
country/LKA,1996,500.0
country/LKA,1999,500.0
country/LKA,2000,500.0
country/LKA,2003,500.0
country/LKA,2004,500.0
country/LKA,2005,500.0
country/LKA,2009,500.0
country/LKA,2010,500.0
country/LKA,2011,500.0
country/LKA,2012,500.0
country/SDN,1994,1100.0
country/SDN,1996,1200.0
country/SDN,2012,1400.0
country/SDN,2019,1800.0
country/SDN,2022,2200.0
country/SUR,1994,500.0
country/SUR,1997,500.0
country/SUR,1998,500.0
country/SUR,1999,500.0
country/SUR,2000,500.0
country/SUR,2003,500.0
country/SUR,2010,500.0
country/SUR,2016,500.0
country/SUR,2017,500.0
country/SUR,2022,500.0
country/SYR,1996,100.0
country/SYR,2000,100.0
country/SYR,2002,100.0
country/SYR,2009,100.0
country/SYR,2010,100.0
country/TJK,1990,100.0
country/TJK,1991,100.0
country/TJK,1994,100.0
country/TJK,2001,100.0
country/TJK,2004,100.0
country/TJK,2006,500.0
country/TJK,2012,1000.0
country/TJK,2013,1000.0
country/TJK,2020,1000.0
country/KNA,2003,100.0
country/KNA,2012,100.0
country/KNA,2014,100.0
country/KNA,2018,100.0
country/KNA,2021,100.0
country/STP,1990,500.0
country/STP,1991,500.0
country/STP,1996,500.0
country/STP,1997,500.0
country/STP,1998,500.0
country/STP,1999,500.0
country/STP,2000,500.0
country/STP,2002,100.0
country/STP,2004,100.0
country/STP,2011,100.0
country/STP,2016,100.0
country/STP,2019,100.0
country/SAU,1996,1000.0
country/SAU,1997,1000.0
country/SAU,2001,500.0
country/SAU,2002,500.0
country/SAU,2005,100.0
country/SAU,2009,100.0
country/SAU,2016,500.0
country/SEN,1992,1300.0
country/SEN,1995,2400.0
country/SEN,1996,2800.0
country/SEN,2000,3600.0
country/SEN,2006,2000.0
country/SEN,2007,1700.0
country/SEN,2008,1400.0
country/SEN,2011,1200.0
country/SEN,2014,1000.0
country/SEN,2018,1000.0
country/SEN,2021,1000.0
country/SRB,1993,100.0
country/SRB,1998,100.0
country/SRB,2002,100.0
country/SRB,2006,500.0
country/SRB,2011,500.0
country/SRB,2013,500.0
country/SRB,2020,500.0
country/SLE,1992,2600.0
country/SLE,1996,3000.0
country/SLE,1997,3100.0
country/SLE,2002,3200.0
country/SLE,2003,3200.0
country/SLE,2013,2300.0
country/SLE,2015,2200.0
country/SLE,2019,1900.0
country/SVK,1992,100.0
country/SVK,1995,100.0
country/SVK,2001,100.0
country/SVK,2002,100.0
country/SVK,2003,100.0
country/SVK,2008,100.0
country/SVK,2010,100.0
country/SVK,2017,100.0
country/SVK,2018,100.0
country/SVK,2020,100.0
country/SVK,2021,100.0
country/ZAF,1990,59000.0
country/ZAF,1991,82000.0
country/ZAF,1995,180000.0
country/THA,1994,58000.0
country/THA,1996,34000.0
country/THA,2001,17000.0
country/THA,2005,12000.0
country/THA,2006,12000.0
country/THA,2009,11000.0
country/THA,2011,11000.0
country/THA,2012,10000.0
country/THA,2015,9500.0
country/TLS,1997,100.0
country/TLS,1999,100.0
country/TLS,2007,100.0
country/TLS,2010,100.0
country/TLS,2014,100.0
country/TLS,2019,100.0
country/TGO,1991,3400.0
country/TGO,1993,5400.0
country/TGO,1994,5800.0
country/TGO,2001,5500.0
country/TGO,2005,4200.0
country/TGO,2007,3900.0
country/TGO,2013,2200.0
country/TGO,2020,1200.0
country/UGA,1992,44000.0
country/UGA,1994,43000.0
country/UGA,2015,26000.0
country/UGA,2016,25000.0
country/UGA,2017,23000.0
country/TZA,1990,72000.0
country/TZA,1993,71000.0
country/TZA,1994,69000.0
country/TZA,1996,64000.0
country/TZA,1998,59000.0
country/TZA,2001,54000.0
country/TZA,2003,52000.0
country/TZA,2014,36000.0
country/TZA,2020,17000.0
country/URY,1992,500.0
country/URY,1994,500.0
country/URY,2001,500.0
country/URY,2003,500.0
country/URY,2004,500.0
country/URY,2009,500.0
country/URY,2013,1000.0
country/URY,2014,1000.0
country/URY,2015,1000.0
country/URY,2016,1000.0
country/URY,2017,1000.0
country/URY,2021,1000.0
country/VNM,1992,5700.0
country/VNM,1994,12000.0
country/VNM,2000,14000.0
country/VNM,2001,15000.0
country/VNM,2003,14000.0
country/VNM,2008,10000.0
country/VNM,2015,7600.0
country/VNM,2018,6500.0
country/VNM,2019,6000.0
country/YEM,1990,100.0
country/YEM,1991,100.0
country/YEM,1996,500.0
country/YEM,1997,500.0
country/YEM,2003,500.0
country/YEM,2004,500.0
country/ZAF,1999,210000.0
country/ZAF,2000,210000.0
country/ZAF,2003,200000.0
country/ZAF,2005,190000.0
country/ZAF,2006,180000.0
country/ZAF,2007,180000.0
country/ZAF,2013,130000.0
country/ZAF,2017,87000.0
country/ZAF,2019,69000.0
country/ZAF,2021,60000.0
country/SSD,1990,3100.0
country/SSD,2006,6500.0
country/SSD,2007,6800.0
country/SSD,2008,6800.0
country/SSD,2012,7600.0
country/SSD,2014,7700.0
country/SSD,2016,6700.0
country/SSD,2018,5000.0
country/SSD,2020,4300.0
country/LKA,1990,100.0
country/LKA,1997,500.0
country/LKA,2002,500.0
country/LKA,2006,500.0
country/LKA,2014,500.0
country/LKA,2017,500.0
country/LKA,2022,100.0
country/SDN,1990,1000.0
country/SDN,1991,1000.0
country/SDN,1993,1000.0
country/SDN,1995,1100.0
country/SDN,1997,1200.0
country/SDN,1998,1300.0
country/SDN,2000,1400.0
country/SDN,2001,1400.0
country/SDN,2002,1400.0
country/SDN,2004,1400.0
country/SDN,2006,1400.0
country/SDN,2008,1400.0
country/SDN,2014,1400.0
country/SDN,2015,1500.0
country/SDN,2017,1600.0
country/SUR,2009,500.0
country/SUR,2011,500.0
country/SUR,2013,500.0
country/SUR,2014,500.0
country/SUR,2015,500.0
country/SYR,1991,100.0
country/SYR,1992,100.0
country/SYR,1993,100.0
country/SYR,2008,100.0
country/SYR,2012,100.0
country/SYR,2018,100.0
country/TJK,1992,100.0
country/TJK,1993,100.0
country/TJK,1998,100.0
country/TJK,2002,100.0
country/TJK,2015,1000.0
country/TJK,2018,1000.0
country/THA,1990,140000.0
country/THA,1993,79000.0
country/THA,1995,44000.0
country/THA,1997,27000.0
country/THA,2007,11000.0
country/THA,2008,11000.0
country/YEM,2006,500.0
country/YEM,2009,500.0
country/YEM,2017,500.0
country/YEM,2018,500.0
country/ZMB,1991,42000.0
country/ZMB,1993,42000.0
country/ZMB,1994,41000.0
country/ZMB,1995,40000.0
country/ZMB,1997,38000.0
country/ZMB,2000,37000.0
country/ZMB,2004,35000.0
country/ZMB,2010,30000.0
country/ZMB,2018,24000.0
country/ZMB,2019,20000.0
country/ZMB,2021,14000.0
country/ZWE,1993,99000.0
country/ZWE,1995,83000.0
country/ZWE,2002,52000.0
country/ZWE,2008,39000.0
country/ZWE,2009,37000.0
country/ZWE,2017,14000.0
country/ZWE,2018,11000.0
country/THA,2010,11000.0
country/THA,2018,8100.0
country/TLS,1990,100.0
country/TLS,1996,100.0
country/TLS,2009,100.0
country/TLS,2011,100.0
country/TLS,2012,100.0
country/TLS,2017,100.0
country/TLS,2020,100.0
country/TGO,1990,2600.0
country/TGO,1996,7200.0
country/TGO,1998,7100.0
country/TGO,1999,6500.0
country/TGO,2002,5000.0
country/TGO,2015,2000.0
country/TGO,2016,1700.0
country/UGA,1990,47000.0
country/UGA,1997,43000.0
country/UGA,1999,42000.0
country/UGA,2003,41000.0
country/UGA,2011,34000.0
country/UGA,2013,29000.0
country/UGA,2014,27000.0
country/UGA,2018,20000.0
country/UGA,2019,20000.0
country/UGA,2020,19000.0
country/TZA,1991,73000.0
country/TZA,1997,63000.0
country/TZA,2000,57000.0
country/TZA,2005,50000.0
country/TZA,2006,48000.0
country/TZA,2010,40000.0
country/TZA,2011,40000.0
country/TZA,2012,38000.0
country/TZA,2013,36000.0
country/TZA,2017,30000.0
country/TZA,2018,27000.0
country/TZA,2021,14000.0
country/URY,1990,500.0
country/URY,1995,500.0
country/URY,1996,500.0
country/URY,2019,1000.0
country/VNM,1990,1500.0
country/VNM,2002,15000.0
country/VNM,2006,11000.0
country/VNM,2007,11000.0
country/VNM,2010,9500.0
country/VNM,2011,9100.0
country/VNM,2017,6700.0
country/YEM,1994,500.0
country/YEM,1995,500.0
country/YEM,1999,500.0
country/YEM,2001,500.0
country/YEM,2002,500.0
country/YEM,2012,500.0
country/YEM,2013,500.0
country/YEM,2014,500.0
country/YEM,2020,1000.0
country/ZMB,2006,33000.0
country/ZMB,2012,30000.0
country/ZMB,2014,28000.0
country/ZMB,2022,12000.0
country/ZWE,2006,43000.0
country/ZWE,2010,35000.0
country/MLI,2022,2600.0
country/ZWE,2011,30000.0
country/ZWE,2013,25000.0
country/ZWE,2019,9200.0
country/ZWE,2022,6900.0
country/MLT,1998,100.0
country/MLT,2001,100.0
country/MLT,2005,100.0
country/MLT,2009,100.0
country/MLT,2011,100.0
country/MLT,2018,100.0
country/MLT,2019,100.0
country/MLT,2021,100.0
country/MRT,1990,500.0
country/MRT,1996,1000.0
country/MRT,2006,500.0
country/MRT,2007,500.0
country/MRT,2008,500.0
country/MRT,2009,500.0
country/MRT,2011,500.0
country/MRT,2014,500.0
country/MRT,2015,500.0
country/MRT,2018,500.0
country/MRT,2019,500.0
country/MEX,1996,10000.0
country/MEX,2000,12000.0
country/MEX,2001,12000.0
country/MEX,2005,13000.0
country/MEX,2006,13000.0
country/MEX,2007,14000.0
country/MEX,2010,14000.0
country/MEX,2016,16000.0
country/MEX,2017,16000.0
country/MEX,2019,16000.0
country/MNG,1992,100.0
country/MNG,1999,100.0
country/MNG,2003,100.0
country/MNG,2004,100.0
country/MNG,2007,100.0
country/MNG,2009,100.0
country/MNG,2011,100.0
country/MNG,2012,100.0
country/MNG,2017,100.0
country/MNG,2020,100.0
country/MNE,1992,100.0
country/MNE,1994,100.0
country/MNE,1996,100.0
country/MNE,1999,100.0
country/MNE,2007,100.0
country/MNE,2008,100.0
country/MNE,2012,100.0
country/MNE,2013,100.0
country/MNE,2015,100.0
country/MAR,1991,500.0
country/MAR,1993,1000.0
country/MAR,1995,1000.0
country/MAR,1999,1000.0
country/MAR,2006,1000.0
country/MAR,2007,1000.0
country/MAR,2010,1000.0
country/MAR,2011,1000.0
country/MAR,2021,1000.0
country/MAR,2022,1000.0
country/MOZ,1995,42000.0
country/MOZ,2001,69000.0
country/MOZ,2003,70000.0
country/MOZ,2004,69000.0
country/MOZ,2019,49000.0
country/MOZ,2020,48000.0
country/MMR,1992,16000.0
country/MMR,1999,16000.0
country/MMR,2002,15000.0
country/MMR,2012,9700.0
country/MMR,2015,8800.0
country/MMR,2020,6300.0
country/MMR,2021,7000.0
country/NAM,1993,6300.0
country/NAM,2002,7500.0
country/NAM,2010,4500.0
country/NAM,2013,3900.0
country/NAM,2015,3300.0
country/NPL,1994,500.0
country/NPL,1997,2900.0
country/NPL,1999,4300.0
country/NPL,2001,3600.0
country/NPL,2011,1000.0
country/NPL,2013,1000.0
country/NPL,2022,500.0
country/NLD,1991,500.0
country/NLD,2001,1000.0
country/NLD,2005,1000.0
country/NLD,2007,1000.0
country/NLD,2008,1000.0
country/NLD,2013,1000.0
country/NLD,2018,500.0
country/NLD,2019,500.0
country/NZL,1992,100.0
country/NZL,1995,100.0
country/NZL,2005,500.0
country/NZL,2009,500.0
country/NZL,2010,500.0
country/NZL,2014,500.0
country/NZL,2018,100.0
country/NZL,2021,100.0
country/NIC,1990,100.0
country/NIC,1993,500.0
country/NIC,2006,500.0
country/NIC,2007,500.0
country/NIC,2008,500.0
country/NIC,2012,500.0
country/NIC,2013,500.0
country/NIC,2015,500.0
country/NIC,2016,500.0
country/NER,1990,2000.0
country/NER,1993,3300.0
country/NER,1997,4100.0
country/NER,2001,3100.0
country/NER,2009,1000.0
country/OMN,1995,100.0
country/OMN,1997,100.0
country/OMN,2001,100.0
country/OMN,2011,100.0
country/OMN,2012,100.0
country/OMN,2013,500.0
country/OMN,2014,500.0
country/PAN,1992,1000.0
country/PAN,1993,1000.0
country/PAN,1995,1000.0
country/PAN,1997,1000.0
country/PAN,1998,1000.0
country/PAN,2001,1000.0
country/PAN,2005,1000.0
country/PAN,2010,1000.0
country/PAN,2012,1000.0
country/PAN,2018,1000.0
country/PAN,2022,1000.0
country/PNG,1993,500.0
country/PNG,1995,1000.0
country/PNG,2000,1300.0
country/PNG,2004,1700.0
country/PNG,2005,1700.0
country/PNG,2009,1200.0
country/PNG,2012,1300.0
country/PNG,2016,1500.0
country/PNG,2021,2300.0
country/PER,1990,7200.0
country/PER,1991,6900.0
country/PER,1993,6400.0
country/PER,1998,5300.0
country/PER,1999,5300.0
country/PER,2004,4500.0
country/PER,2008,3500.0
country/PER,2013,3100.0
country/PER,2014,3400.0
country/PER,2016,4000.0
country/PHL,1997,100.0
country/PHL,2000,500.0
country/PHL,2001,500.0
country/PHL,2005,1000.0
country/PHL,2007,1700.0
country/PHL,2008,2300.0
country/PHL,2017,12000.0
country/PHL,2021,20000.0
country/POL,1990,500.0
country/POL,1994,1000.0
country/POL,1995,1000.0
country/POL,2001,1000.0
country/POL,2008,1000.0
country/POL,2009,1000.0
country/POL,2010,1000.0
country/POL,2014,1000.0
country/POL,2016,1000.0
country/PRT,1990,2400.0
country/PRT,1991,2600.0
country/PRT,1997,1900.0
country/PRT,2002,1400.0
country/PRT,2003,1400.0
country/PRT,2005,1400.0
country/PRT,2006,1300.0
country/PRT,2008,1300.0
country/PRT,2009,1200.0
country/PRT,2011,1100.0
country/PRT,2013,1000.0
country/PRT,2018,1000.0
country/QAT,1993,100.0
country/QAT,1998,100.0
country/QAT,2000,100.0
country/QAT,2006,100.0
country/QAT,2008,100.0
country/QAT,2013,100.0
country/QAT,2019,100.0
country/QAT,2022,100.0
country/MDA,1990,100.0
country/MDA,1994,500.0
country/MDA,1995,500.0
country/MDA,1998,1000.0
country/MDA,2002,1000.0
country/MDA,2003,1000.0
country/MDA,2014,1000.0
country/ROU,1994,1000.0
country/ROU,1995,500.0
country/ROU,1996,500.0
country/ROU,2001,500.0
country/ROU,2006,500.0
country/ROU,2007,500.0
country/ROU,2010,500.0
country/ROU,2014,1000.0
country/ROU,2016,1000.0
country/ROU,2017,1000.0
country/RWA,1991,14000.0
country/RWA,1996,9000.0
country/RWA,2003,9000.0
country/RWA,2004,8300.0
country/RWA,2005,7200.0
country/RWA,2012,3900.0
country/RWA,2016,2300.0
country/RWA,2020,1200.0
country/RWA,2021,1200.0
country/RWA,2022,1100.0
country/KNA,1992,100.0
country/KNA,2000,100.0
country/KNA,2007,100.0
country/KNA,2008,100.0
country/KNA,2009,100.0
country/KNA,2013,100.0
country/KNA,2017,100.0
country/STP,1995,500.0
country/STP,2003,100.0
country/STP,2005,100.0
country/STP,2006,100.0
country/STP,2015,100.0
country/STP,2021,100.0
country/SAU,1990,500.0
country/SAU,1991,500.0
country/SAU,1993,1000.0
country/SAU,1998,1000.0
country/SAU,1999,1000.0
country/SAU,2000,1000.0
country/SAU,2003,500.0
country/SAU,2006,100.0
country/SAU,2007,100.0
country/SAU,2012,500.0
country/SEN,1990,1000.0
country/SEN,1993,1600.0
country/SEN,1994,2000.0
country/SEN,2004,2300.0
country/SEN,2012,1100.0
country/SEN,2013,1000.0
country/SEN,2019,1000.0
country/SRB,1990,100.0
country/SRB,1995,100.0
country/SRB,1997,100.0
country/SRB,1999,100.0
country/SRB,2000,100.0
country/SRB,2005,500.0
country/SRB,2009,500.0
country/SRB,2012,500.0
country/SRB,2015,500.0
country/SRB,2016,500.0
country/SRB,2019,500.0
country/SRB,2021,500.0
country/MLT,1992,100.0
country/MLT,1994,100.0
country/MLT,1996,100.0
country/MLT,2000,100.0
country/MLT,2002,100.0
country/MLT,2008,100.0
country/MLT,2014,100.0
country/MLT,2015,100.0
country/MLT,2016,100.0
country/MRT,1993,500.0
country/MRT,1994,500.0
country/MRT,1997,1000.0
country/MRT,1998,1000.0
country/MRT,2000,1000.0
country/MRT,2001,1000.0
country/MRT,2002,1000.0
country/MRT,2003,1000.0
country/MRT,2017,500.0
country/MRT,2021,500.0
country/MEX,1990,9500.0
country/MEX,1993,7400.0
country/MEX,2002,13000.0
country/MEX,2003,13000.0
country/MEX,2013,15000.0
country/MEX,2021,16000.0
country/MNG,1993,100.0
country/MNG,2001,100.0
country/MNG,2014,100.0
country/MNG,2018,100.0
country/MNG,2021,100.0
country/MNG,2022,100.0
country/MNE,1993,100.0
country/MNE,1997,100.0
country/MNE,1998,100.0
country/MNE,2005,100.0
country/MNE,2010,100.0
country/MNE,2011,100.0
country/MNE,2014,100.0
country/MNE,2020,100.0
country/MNE,2022,100.0
country/MAR,2000,1000.0
country/MAR,2001,1000.0
country/MAR,2002,1000.0
country/MAR,2004,1000.0
country/MAR,2009,1000.0
country/MAR,2020,1000.0
country/MOZ,1992,25000.0
country/MOZ,1994,36000.0
country/MOZ,2007,66000.0
country/MOZ,2013,64000.0
country/MOZ,2016,55000.0
country/MMR,1993,12000.0
country/MMR,1994,10000.0
country/MMR,1995,10000.0
country/MMR,1997,12000.0
country/MMR,2000,16000.0
country/MMR,2006,12000.0
country/MMR,2007,11000.0
country/MMR,2008,11000.0
country/MMR,2009,10000.0
country/MMR,2016,8200.0
country/MMR,2017,7600.0
country/MMR,2019,6600.0
country/MMR,2022,7200.0
country/NAM,1992,4900.0
country/SLE,1991,2300.0
country/SLE,1995,3000.0
country/SLE,2001,3100.0
country/SLE,2004,3200.0
country/SLE,2005,3200.0
country/SLE,2007,3000.0
country/SLE,2009,2700.0
country/SLE,2011,2500.0
country/SLE,2014,2300.0
country/SLE,2020,2000.0
country/SVK,1993,100.0
country/SVK,1998,100.0
country/SVK,2011,100.0
country/SVK,2012,100.0
country/SVK,2013,100.0
country/SVK,2019,100.0
country/ZAF,1993,130000.0
country/ZAF,2002,200000.0
country/ZAF,2014,120000.0
country/ZAF,2015,110000.0
country/ZAF,2018,77000.0
country/SSD,1991,3900.0
country/SSD,2003,6600.0
country/SSD,2005,6600.0
country/SSD,2015,6700.0
country/LKA,1993,100.0
country/LKA,1998,500.0
country/LKA,2007,500.0
country/LKA,2008,500.0
country/LKA,2013,500.0
country/LKA,2016,500.0
country/LKA,2018,500.0
country/SDN,1992,1000.0
country/SDN,2005,1400.0
country/SDN,2007,1400.0
country/SDN,2011,1400.0
country/SDN,2013,1400.0
country/SDN,2018,1700.0
country/SDN,2020,1800.0
country/SDN,2021,2000.0
country/SUR,1990,500.0
country/SUR,1991,500.0
country/SUR,1992,500.0
country/SUR,1995,500.0
country/SUR,1996,500.0
country/SUR,2001,500.0
country/SUR,2002,500.0
country/SUR,2004,500.0
country/SUR,2005,500.0
country/SUR,2007,500.0
country/SUR,2008,500.0
country/SUR,2012,500.0
country/SUR,2018,500.0
country/SUR,2021,500.0
country/SYR,1994,100.0
country/SYR,1997,100.0
country/SYR,2003,100.0
country/SYR,2004,100.0
country/SYR,2007,100.0
country/SYR,2011,100.0
country/SYR,2013,100.0
country/SYR,2015,100.0
country/SYR,2016,100.0
country/SYR,2017,100.0
country/SYR,2019,100.0
country/SYR,2020,100.0
country/SYR,2022,100.0
country/TJK,1996,100.0
country/TJK,2000,100.0
country/TJK,2007,500.0
country/TJK,2008,500.0
country/TJK,2010,500.0
country/TJK,2014,1000.0
country/TJK,2016,1000.0
country/TJK,2019,1000.0
country/TJK,2022,1000.0
country/THA,1991,130000.0
country/THA,1998,23000.0
country/THA,2000,18000.0
country/THA,2002,15000.0
country/THA,2003,14000.0
country/THA,2022,7500.0
country/TLS,1992,100.0
country/TLS,1993,100.0
country/TLS,1994,100.0
country/TLS,1995,100.0
country/TLS,2000,100.0
country/TLS,2004,100.0
country/TLS,2016,100.0
country/TLS,2018,100.0
country/TLS,2021,100.0
country/TLS,2022,100.0
country/TGO,1992,4400.0
country/TGO,1995,6800.0
country/TGO,2000,5900.0
country/TGO,2006,4000.0
country/TGO,2010,3100.0
country/TGO,2011,2500.0
country/TGO,2012,2300.0
country/TGO,2014,2000.0
country/TGO,2017,1600.0
country/TGO,2021,1100.0
country/UGA,1995,43000.0
country/UGA,1996,43000.0
country/UGA,1998,42000.0
country/UGA,2000,42000.0
country/UGA,2002,41000.0
country/UGA,2004,40000.0
country/UGA,2005,40000.0
country/UGA,2006,40000.0
country/UGA,2007,39000.0
country/UGA,2012,31000.0
country/TZA,1992,72000.0
country/TZA,1999,58000.0
country/TZA,2004,51000.0
country/TZA,2007,45000.0
country/TZA,2008,44000.0
country/TZA,2015,34000.0
country/TZA,2016,34000.0
country/URY,1991,500.0
country/URY,1997,500.0
country/URY,1998,500.0
country/URY,1999,500.0
country/URY,2002,500.0
country/URY,2005,500.0
country/URY,2007,500.0
country/URY,2008,500.0
country/URY,2010,500.0
country/NAM,1994,7600.0
country/NAM,1995,8500.0
country/NAM,1996,9100.0
country/NAM,2001,7800.0
country/NAM,2003,7300.0
country/NAM,2016,3200.0
country/NAM,2021,2200.0
country/NPL,1990,100.0
country/NPL,2002,3300.0
country/NPL,2003,3100.0
country/NPL,2007,1700.0
country/NPL,2009,1300.0
country/NPL,2019,500.0
country/NLD,1990,500.0
country/NLD,1992,500.0
country/NLD,1993,500.0
country/NLD,1998,1000.0
country/NLD,1999,1000.0
country/NLD,2003,1000.0
country/NLD,2004,1000.0
country/NLD,2006,1000.0
country/NLD,2010,1000.0
country/NLD,2016,500.0
country/NLD,2020,500.0
country/NZL,1991,100.0
country/NZL,1993,100.0
country/NZL,1994,100.0
country/NZL,1998,100.0
country/NZL,2007,500.0
country/NZL,2008,500.0
country/NZL,2016,500.0
country/NZL,2022,100.0
country/NIC,1991,100.0
country/NIC,1995,500.0
country/NIC,1996,500.0
country/NIC,1997,1000.0
country/NIC,1999,1000.0
country/NIC,2002,500.0
country/NIC,2004,500.0
country/NIC,2009,500.0
country/NIC,2014,500.0
country/NIC,2017,500.0
country/NER,1996,4100.0
country/NER,1999,3700.0
country/NER,2003,2300.0
country/NER,2007,1100.0
country/NER,2010,1000.0
country/NER,2011,1000.0
country/NER,2012,1000.0
country/NER,2014,1000.0
country/NER,2016,1000.0
country/NER,2019,1000.0
country/NER,2021,1000.0
country/NER,2022,1000.0
country/OMN,1993,100.0
country/OMN,2002,100.0
country/OMN,2009,100.0
country/OMN,2010,100.0
country/OMN,2015,500.0
country/OMN,2016,500.0
country/OMN,2020,500.0
country/OMN,2021,500.0
country/PAN,1990,1000.0
country/PAN,1994,1000.0
country/URY,2022,1000.0
country/VNM,1991,3100.0
country/VNM,1996,14000.0
country/VNM,1998,14000.0
country/VNM,1999,14000.0
country/VNM,2004,13000.0
country/VNM,2012,8500.0
country/VNM,2020,5600.0
country/VNM,2021,5200.0
country/VNM,2022,5000.0
country/YEM,1993,500.0
country/YEM,1998,500.0
country/YEM,2008,500.0
country/YEM,2021,1000.0
country/YEM,2022,1000.0
country/ZMB,1990,40000.0
country/ZMB,1992,42000.0
country/ZMB,1996,39000.0
country/ZMB,1998,38000.0
country/ZMB,1999,37000.0
country/ZMB,2003,36000.0
country/ZMB,2007,33000.0
country/ZMB,2009,30000.0
country/ZMB,2016,25000.0
country/ZWE,1990,110000.0
country/ZWE,1992,110000.0
country/ZWE,1996,76000.0
country/ZWE,2000,57000.0
country/ZWE,2001,55000.0
country/ZWE,2005,44000.0
country/PAN,2000,1000.0
country/PAN,2003,1000.0
country/PAN,2007,1000.0
country/PAN,2008,1000.0
country/PAN,2013,1000.0
country/PAN,2017,1000.0
country/PAN,2020,1000.0
country/PNG,1990,500.0
country/PNG,1994,500.0
country/PNG,1997,1000.0
country/PNG,2001,1500.0
country/PNG,2002,1700.0
country/PNG,2003,1700.0
country/PNG,2008,1300.0
country/PNG,2014,1300.0
country/PNG,2015,1400.0
country/PNG,2017,1600.0
country/PNG,2019,1900.0
country/PNG,2020,2200.0
country/PNG,2022,2500.0
country/PER,1995,5700.0
country/PER,1997,5400.0
country/PER,2000,5100.0
country/PER,2006,4100.0
country/PER,2009,3200.0
country/PER,2012,3000.0
country/PER,2015,3700.0
country/PER,2021,4600.0
country/PER,2022,4400.0
country/PHL,1992,100.0
country/PHL,1993,100.0
country/PHL,1995,100.0
country/PHL,2006,1300.0
country/PHL,2012,5700.0
country/PHL,2018,14000.0
country/PHL,2019,15000.0
country/PHL,2022,22000.0
country/POL,1992,500.0
country/POL,1997,1000.0
country/POL,1998,1000.0
country/POL,2000,1000.0
country/POL,2005,500.0
country/POL,2006,1000.0
country/POL,2013,1000.0
country/POL,2018,1000.0
country/POL,2021,1100.0
country/PRT,1995,2200.0
country/PRT,2001,1500.0
country/PRT,2014,1000.0
country/QAT,1990,100.0
country/QAT,1992,100.0
country/QAT,1995,100.0
country/QAT,1996,100.0
country/QAT,2001,100.0
country/QAT,2003,100.0
country/QAT,2004,100.0
country/QAT,2005,100.0
country/QAT,2014,100.0
country/QAT,2015,100.0
country/QAT,2020,100.0
country/MDA,1992,100.0
country/MDA,1997,2700.0
country/MDA,1999,1000.0
country/MDA,2000,1000.0
country/MDA,2001,1000.0
country/MDA,2006,1100.0
country/MDA,2010,1000.0
country/MDA,2011,1000.0
country/MDA,2015,1000.0
country/MDA,2017,1000.0
country/MDA,2019,1000.0
country/MDA,2020,1000.0
country/MDA,2021,1000.0
country/ROU,1991,1100.0
country/ROU,1993,1000.0
country/ROU,2002,500.0
country/ROU,2009,500.0
country/ROU,2015,1000.0
country/RWA,1993,14000.0
country/RWA,1999,11000.0
country/RWA,2001,9800.0
country/RWA,2007,6000.0
country/RWA,2009,4900.0
country/RWA,2010,4700.0
country/RWA,2011,4000.0
country/RWA,2014,3100.0
country/RWA,2018,1700.0
country/RWA,2019,1400.0
country/KNA,1995,100.0
country/KNA,1999,100.0
country/KNA,2005,100.0
country/KNA,2006,100.0
country/KNA,2015,100.0
country/KNA,2016,100.0
country/STP,1992,500.0
country/STP,2001,100.0
country/STP,2009,100.0
country/STP,2010,100.0
country/STP,2013,100.0
